Document Id,Similar Count,Hash,Document Type,File Extension,File Size,Character Count,Page Count,Primary Language
24650,3,42F002EFEB273FB1B80F799C53E6EA2A673ECA7A,Email,.msg,60928,3609,3,English
24652,1,69864CEB4B53BEA7D451CE7F67830EA4AF0398CA,Email,.msg,12015616,1538,1,English
24671,3,7B14479EA454752AAB65E3CF32C46B04F53CC63A,Email,.msg,13117952,1545,1,English
24690,5,43C335D0E8D9FA7F2E118A6D453AD7147F2CCA59,Email,.msg,759296,16645,8,English
24720,2,EBDD7A5070F911AD0CC6B4D3A5671FA17BE83D44,Email,.msg,11847680,8346,5,English
24722,2,BB5BF4BC13BC472C7FA675B9BE2E4C7DA5B8CEB1,Email,.pdf,2037778,10745,8,English
24729,4,11239486DF89DB14245F632F5BF7A556F281D984,Email,.msg,132608,8128,4,English
24731,2,FCBA022949045920FE0DC02FA3A39DB2689CDD25,Email,.pdf,3083824,17843,10,English
24733,6,D0A2BB3FA1A617C610EC91D59CF1EF32409CE9B5,Email,.msg,1718272,14725,8,English
24756,1,1138E67C0E168F440EBADD7C0D63C0A30929DAE8,Email,.msg,145920,1795,1,English
24812,2,6869832E96DC2659F7F8681BA409E4C470F1C4D0,Email,.msg,59392,3018,2,English
24821,13,C5C467364CF235EFA4601B1BB160596E8C68BB6A,Email,.msg,179712,19968,9,English
24822,4,0334ADD329639D61B5F933D7B58D38DE6C63EFB8,Email,.msg,132608,7949,5,English
24851,10,AC7F0CF7215DB7F5A404C9162F38874F0D764A7E,Email,.msg,58368,9093,4,English
24860,1,AD568F2AED663CC5FF3CB923A4057DC8F35553EE,Email,.msg,75264,2686,2,English
24926,1,3AE41CE1A583254F58B7FA79F1A161C91500145E,Email,.msg,1500672,1453,1,English
24945,3,3F58F3C4E94654264B28BD9B77CCAB510766C155,Email,.msg,63488,7688,6,English
24989,1,72AB419F6C08974BE46D051FC0A4A26A97F6E596,Email,.msg,348672,3394,2,English
25009,1,4102292B583F0B8A264868683909BA76846D3E13,Email,.msg,7436800,2700,2,English
25030,5,CA7483BB0B6A3336B6D15F7589E013688C886A7F,Email,.msg,65536,5374,3,English
25085,3,C2FA66177D697E22C16F081C79E54EF94E0B975D,Email,.msg,48128,3568,3,English
25092,1,15CC8CABA859F7357704BF16E53423888E9BC2C3,Email,.msg,345600,6721,3,English
25093,4,C380A9073982497BDFCDA1D12638A181ACB6E832,Email,.msg,745984,10411,6,English
25103,5,F4E0F8A65824F05566775BD23096F44AD090C32C,Email,.msg,111616,10096,5,English
25104,6,9925CAC92C2803BB4CBE9385318FCF041EB0B661,Email,.msg,226304,6030,3,English
25125,2,F5CF01D84A3E8920F065A3CEAD0B087561EB4993,Email,.msg,116224,3530,3,English
25126,3,38B45AA13AE4D052DB76BC91701216C1F6C75479,Email,.msg,218112,1603,1,English
25135,5,F66F47D792AA74DD27188BE2FC1D8BB0CAF0C788,Email,.msg,747008,17362,9,English
25166,11,F8CBBF2CF0D74B3986176FB591D07BF51B2F2CC4,Email,.msg,115200,23699,11,English
25169,2,7D5023FBECB738A20DA2AF3A263FA83C7F692421,Email,.msg,59392,2286,2,English
25173,2,CA5E2DE53F98D383173E14FF50A91D6F0C2A5E90,Email,.msg,145408,12622,6,English
25195,5,52CC9454C06F426DC3B753967D9B5EA9B033D414,Email,.msg,111104,3315,2,English
25202,1,7E5C9A40AC003C577BA49E02B7B8E53942CE0FDA,Email,.msg,289280,3250,2,English
25213,1,FB6C5E462D88E360F48ADB9DE378BF5E748EC605,Email,.msg,48640,2050,2,English
25225,5,FB8633EF4BCD98C024AFB7BD07C98D3744E7296A,Email,.msg,655360,7752,5,English
25247,4,1F762E69520125FFBD0BD6094BD89BECED239237,Email,.msg,135680,8128,4,English
25256,4,68F66B4A1268468B6B69A26C0CA55BAC529C107D,Email,.msg,88576,4687,2,English
25295,3,B4A88F77D170D842CA2E4DC44524014901B18D06,Email,.msg,57344,2919,2,English
25303,1,D748E57ED9501415688B33E9A082E4E36AC2BB6B,Email,.msg,166400,3432,3,English
25310,7,B53124F64C79E3F6B60F985CD756A087EB90FF8C,Email,.msg,67072,5216,3,English
25335,1,E10E43D671BF096A86B7E47F32153CB705DFE17E,Email,.msg,1779712,2440,2,English
25338,5,5AA74FFABA83DE60881825761A65B22AFDCC1AA3,Email,.msg,47616,1961,2,English
25340,5,EA4985F206E0E4FE2DB93C2D2B55209D8540BC5D,Email,.msg,874496,3791,3,English
25350,1,D925AFB0709F4F4425FEF5B55DB5319AA6AD3394,Email,.msg,64000,2758,2,English
25381,5,D9F070E97E5ED054BF5A57E644FB8C6194D24FBD,Email,.msg,118272,6470,3,English
25467,13,89D45B4825050E06F2F229C5419CE22D0E48A4BF,Email,.msg,243200,20995,10,English
25482,1,217EAA06893C5D02A54D062444B9393CF862A519,Email,.msg,57344,2356,2,English
25488,2,53A3A58A0551787ADC938FF186195B43B0F984B1,Email,.msg,408064,10562,6,English
25493,1,A42BB5C95F44D98C54AC894AE80C8B4577839B63,Email,.msg,107008,5461,4,English
25513,6,F4C4629E358EDCE066C337D84A4D42770FA7376B,Email,.msg,218624,6065,3,English
25534,2,30A225C8550AEF01CA90F7CF477BA47423F8DC80,Email,.msg,106496,3550,3,English
25538,1,288200D88D98F424AA246C705744F3E364DDACF8,Email,.msg,135168,4035,4,English
25563,8,8A7089FA328A7A9616CC03149BDFA6C88A08C109,Email,.msg,92160,3747,2,English
25586,2,8FEED63103447470450AAEA75C1596DA04DF81FF,Email,.msg,51200,4257,3,English
25626,4,90BA83EA35D38B5B10D5E2D456349DE24C827F18,Email,.msg,679424,9902,5,English
25631,15,C8F1B1302378B25F49510C5C5E51FB7E28C48CBE,Email,.msg,98816,5639,3,English
25633,2,9839CB0E230AAE5832438A95734D9C535DF66638,Email,.msg,95744,5492,3,English
25664,2,B65E6087711F5A8A211FDA62272169B517BF0F56,Email,.msg,117760,4022,3,English
25679,2,98DF80BAF6E91C64185A9DFB76042E3F8F4D185B,Email,.msg,64512,3471,3,English
25705,1,F4ED4F13A29D9751AE67031B6A2F38C4935C2545,Email,.msg,299008,1527,1,English
25707,1,42DDC19F2CF4A555CE4369BFF74B3AE7CA0A431C,Email,.msg,23036928,3026,2,English
25713,3,B85E94807001605472810B57942F133A36AC7C8C,Email,.msg,169472,12713,6,English
25746,13,98E8646FD7464EDA3336008DF3FC36045C46DA62,Email,.msg,280064,22157,11,English
25755,2,19F92EB7CB3036EC2E82E63E9EC9B9E0DE7883B9,Email,.msg,49152,4614,4,English
25763,3,99F66886EC08BBD21060F06A59499AD427E117CF,Email,.msg,46080,1735,2,English
25805,1,7BCC317E5386D38673DFC980C128C41A0B345838,Email,.msg,257536,3749,2,English
25849,1,57D84FB7B0DFFF825128D92997F5E9DC1E907E9C,Email,.msg,53248,2556,2,English
25882,1,510CE1F79B0995A8ABACFFE9815C400F2A1B0328,Email,.msg,521216,4931,3,English
25922,1,5BA427B0AA1D3045D870292228B747066EB66E9A,Email,.msg,1022464,1536,1,English
25975,4,12531326939BA699F5C8E183B82AF75E95B6A7E0,Email,.msg,183808,33561,19,English
26002,3,54F3DF940CB9959636B3729825E903AAF00EFC0A,Email,.msg,143872,5686,3,English
26021,5,CA0E5CF3C65646E78F976E1F4AD5F379D6447FE1,Email,.msg,62976,5780,4,English
26027,7,CAC367903FE66C6ABBD1C02FE4799A85544D3359,Email,.msg,126976,11261,8,English
26044,8,CC05459754F9C1F3C89C042B926957D0C7C53828,Email,.msg,122880,21181,10,English
26056,4,CC1EA68FA0757E88C765445A43BB2E3966393675,Email,.msg,126464,13416,9,English
26057,6,C4A2332AF3311AFE7C4A7BDCF8DBE345D7B242EA,Email,.msg,58880,4680,3,English
26083,10,C5FF2EE05C09C063314A1C73763C72CC9552293C,Email,.msg,72192,12895,6,English
26088,1,1112090298E79A10A93D88FD0F17E54F5C773583,Email,.msg,95744,4721,3,English
26089,7,C6C5365DD3EA7D13D5EC4FFCDA9E7EEACC3EFC67,Email,.msg,124928,11240,8,English
26109,2,EB03A2FEB076A40228CB81420D0B5DE5311ADC8E,Email,.msg,826368,15211,6,English
26173,13,1CE4774DCEC9CD7E32EFFE451A5070A19A7424DE,Email,.msg,331776,23207,11,English
26215,1,3A0876ADB6C4BF02150B01D1D01949DE8D829834,Email,.msg,1748480,1400,1,English
26219,1,448FF2DDEED6C85740D9E28D5F5EAD45DCDAC7E0,Email,.msg,256000,3280,2,English
26266,5,7AEE5BAAE5DD1E9644997DF733E855216428912D,Email,.msg,162304,11100,6,English
26276,3,0A0CC5FA2F3F14C934D1DF51B7E48047298618AF,Email,.msg,209920,7304,4,English
26284,3,CBDCD819159835D44F726D76E7C3DBBDE07FB48B,Email,.msg,54784,5319,4,English
26301,1,16A4162E88DFA58A2A339F24BA2E7446CE249FD9,Email,.msg,122880,5971,3,English
26311,3,C9023ACAF26766B9DE80FB0402E683EA64295EAE,Email,.msg,1589248,1334,1,English
26313,2,CC8403186076CD11BBE93F571E98C76AC143A381,Email,.msg,43520,3552,2,English
26322,6,258F8B058351069007F4B731DD7354FE4867CF98,Email,.msg,123392,5735,3,English
26349,4,18D363926BD22C60B9C8B06BFE19666984D60C22,Email,.msg,1427456,8609,7,English
26418,5,1AB693F819417CDF619A4ED7991F19EAE9CD4D45,Email,.msg,733696,17042,8,English
26433,6,1AF9B707AD44B33BA34BB4CF478A8E237B1D3AE6,Email,.msg,119808,6446,4,English
26443,1,35EFB32251FB1F0692398D532A194F6EABFA89C8,Email,.msg,104448,6715,4,English
26493,3,F1486389BBBCB4CD7FEF4190E7A20BE73EC7C2BE,Email,.msg,60416,3305,2,English
26523,3,5EFFA0CADA844715F9B5429482CDB2F83626AE47,Email,.msg,44544,3703,2,English
26530,1,F2ABA1B47A1ED7A873ACB091DD3D6944EB2919B7,Email,.msg,42496,2423,3,English
26547,6,F4398F9626848FE5B4F9F93C18E2C7D2075FC02E,Email,.msg,756736,14004,7,English
26552,6,5F77CB4DFF7252FF14EC7F9CCA39EFFA66EB674A,Email,.msg,121856,6349,4,English
26554,2,734C10EEB185CBC928A5451E969CFD5CD6D98CDF,Email,.msg,41472,3065,2,English
26562,3,F69E25D883DFBFEB523BEE44ECC361D3DADFA5AA,Email,.msg,49152,4504,4,English
26608,2,2E6AC22E9824707C2CEB4C7A9E3732B0F3797F1D,Email,.msg,181248,12861,6,English
26613,5,73CFEE87F869209F2012A7EDEF3578AB96D5297F,Email,.msg,741888,17383,9,English
26621,5,561731D7A00C090033797C07CEC4963FE0C6DD5F,Email,.msg,754176,17319,9,English
26625,1,EB146C21497F2F3B014E687DE368D63444B76098,Email,.msg,7437824,2721,2,English
26634,2,D73944919D6836F259E5CF50F3C4DC1BBF623DC7,Email,.msg,125440,4365,2,English
26660,3,ADFC42D72703517DA941451DFC090704E75B427C,Email,.msg,78336,7270,4,English
26669,6,AE50B42E20BCC11331FF635AE209BE13ABEA7F91,Email,.msg,50176,4110,3,English
26694,3,3E1F39AF582970314C3DE51BD26768C26048CC18,Email,.msg,85504,3784,3,English
26715,1,81A9D527846C168DDF13DE4CF34CCFF70349531B,Email,.msg,3432448,6453,4,English
26717,2,E0F5A66A9E5E2B379A488C59302783834DF9D714,Email,.msg,11842560,8652,5,English
26720,2,4721E59B2ED6D312DDDF02890AEFF401E33876F6,Email,.pdf,2037778,10745,8,English
26734,2,FC55EFAD65057313F58F57DA163C4862EAC5C13D,Email,.pdf,3083824,17843,10,English
26783,1,02545B45922219AE6BDA9D866CFA05DBDABF60AD,Email,.msg,50688,4022,3,English
26799,2,FFB96484506F62FDEAE3911F599A714E3090DEEF,Email,.msg,429056,14801,8,English
26819,1,2A0C469292B1DA670643669472068BDA119D19D6,Email,.msg,1929728,1529,3,English
26836,3,4B9C79487F411D81326FC09A6A91FECAB8A0F4B3,Email,.msg,563712,14007,7,English
26858,2,81660E5AE1EC6CEF599D8C401C525E5B406A40D0,Email,.msg,94720,5791,3,English
26868,1,B36BD6A8846D7581CD7683D116D85ADDC87524E7,Email,.msg,584192,1172,1,English
26922,1,B28685EAAFD393A6F7D5F6D966373E8602E59A7D,Email,.msg,1929728,1529,3,English
26952,1,AD43DD1C92EFF23325A26FC108B3289A3B2E36EE,Email,.msg,52736,1104,1,English
26967,2,61DCE350496D6C80D86E01B680F8DEF74A69D9B1,Email,.msg,143872,2660,2,English
26968,1,4DF3A8601F8128B5DC2B7E4D09013537B87934F5,Email,.msg,75264,2343,2,English
26972,8,AD5A33B53F5926BE747D3B18BAF17E0C1EF059C3,Email,.msg,48128,3744,2,English
26976,1,152900D047A04B642C4E95B645A5D05649480DD4,Email,.msg,323584,3318,3,English
27022,1,ADD72DA091A80566D30F8A7DF17D1E80F201019F,Email,.msg,108032,5387,3,English
27029,1,0214CA4F4A013B4EA95A8708B0D87C2B7767BDDE,Email,.msg,1459712,3755,3,English
27072,1,57B5C8B00C8AFC5799C428829CEA4B7F2A35A2EE,Email,.msg,1264640,3171,2,English
27126,2,09EF7F8DF2C293575AFE107C73834C0383CAD132,Email,.msg,142848,7413,5,English
27224,2,5E540CD4BA72C73FA37E0CE201E8E5E69DEFBB9F,Email,.msg,50688,2630,3,English
27262,1,A2E4F7AEA0BDE78A1717F3A1E4267052BB328D12,Email,.msg,78848,4519,3,English
27271,3,A3220B8B6091D77F57081CD60EC9FAAB080F6654,Email,.msg,84992,4047,3,English
27280,5,60968DAEF944AC41855113CF8489823BB7DA88C4,Email,.msg,54784,5664,3,English
27282,4,A40CAEF0F001686B3C84E4E72BD345B1D6B5C04D,Email,.msg,146432,7691,5,English
27329,4,E08B70B1FEC90472F8A2878C639755E37AAEFB41,Email,.msg,206336,33022,18,English
27349,3,BAF65DF66064E3210D8B8D6EC84069E7E2E50E7A,Email,.msg,3184640,1070,1,English
27353,1,368BFC7BFC7BC6D51127F5CF5DA9D0C533C70BD2,Email,.msg,23045120,3026,2,English
27354,1,E34B85AD7D801B6FF39063D0312B4F1E5B68CDC6,Email,.msg,45056,2708,2,English
27406,5,56881A09DE0065212AECD461E6023D9665B2D364,Email,.msg,729600,17295,9,English
27440,1,412CAC4B7559B0B9976B2E9C4C433404A61B3F4B,Email,.msg,158208,3142,2,English
27463,10,4EA5D853E7E5A0F989ED185A68AE8121018BAD15,Email,.msg,173056,20701,10,English
27553,3,81281D266B70ADD849FA56DF77A9147101A988A2,Email,.msg,48128,4414,3,English
27556,1,9098FC27DF1F4F85AAB2EF77221FA82C7ABF0DEF,Email,.msg,8422400,1719,1,English
27595,7,45C8AC192FB9ECD6AEB68202971E1BACEFA5ACF8,Email,.msg,136704,8289,4,English
27597,10,5C453D8F9C82444E15D04FC6300612CCBF7CDACB,Email,.msg,179712,20680,10,English
27600,7,82E7E58721B50030F42C11A1EFDF1A388E948A2C,Email,.msg,80384,7240,4,English
27634,6,9BBE967DD330AF72C77ECE417E1FECE18239EC18,Email,.msg,211968,6030,3,English
27642,13,46857E4806CD88CDF88BF4C5560EC685F3D71CED,Email,.msg,248832,21285,10,English
27703,5,84962F965404606B0358486753F49CBE0ECFFB49,Email,.msg,48128,2127,2,English
27713,3,84FD790F559A5670022310063295FF060D356051,Email,.msg,86016,4363,4,English
27724,1,1E9A2A0D422FDD33DA010C239D9200C17C5B7E18,Email,.msg,40960,1878,2,English
27749,5,85EDA88DE5D085B763FD4D83EAA98393187EDDF4,Email,.msg,381440,7679,6,English
27763,5,0B6F075C1954495D8B989CB85CBA80EFEEC6BD02,Email,.msg,54272,4769,4,English
27805,1,86E195CBFDDC41BB37F25A99DBEE0764B5688E8E,Email,.msg,540160,5517,4,English
27830,2,86EEC795849C0474B62D799799CB079826654CC4,Email,.msg,37376,4171,3,English
27867,3,BB29D797C4A585ED6C13A25962B496D9CFCEEBF3,Email,.msg,128512,3383,3,English
27878,2,89176D777CAF2AA7FF1C50A4E038AE800DB1EF46,Email,.msg,185856,13416,6,English
27886,3,89C1D62715C7F105C1E2378CCF636B7A9137BEE0,Email,.msg,72192,3279,3,English
27980,3,E3D435D316B65A2CA7F8C7C7638E61B4DEEBFFBE,Email,.msg,50176,2367,2,English
28013,2,0B20C76646B3376C8A9226A06C82EFFDF5F5FC71,Email,.msg,553472,1632,1,English
28035,5,B7C18413096747C456E47FFAFF2AF72E5FADC7FA,Email,.msg,101376,3335,2,English
28037,7,653215C565C29B017F339A6E67DBB2A0CB135539,Email,.msg,124416,6039,3,English
28042,3,F7109D7A91ECCCB2BBDF23C36EB1A6A6F774033F,Email,.msg,87040,6002,3,English
28059,6,6270EE3C40F53FA1EE477954B4E1F3776F99636B,Email,.msg,1265152,4974,3,English
28072,1,035A92873840149C9AFEDF21FC6727DB39F6A9D4,Email,.msg,273920,9718,6,English
28082,5,E4A91529F20FE58864BC7CB8C63B8EF0FB8808AF,Email,.msg,601600,7992,5,English
28083,2,0497F19854BD48DD1EB949B5A5CB68ECD8427C24,Email,.msg,7479808,1499,1,English
28093,1,F7B13CFC106FD1D3C98BF6FBF68FB406B739AE02,Email,.msg,54272,3380,2,English
28097,1,C824171B97CA0AF643A2239A8A8183D26ACFBDB0,Email,.msg,1210368,9855,5,English
28122,1,1CDEBEB43A0A2DC7867EFEEB42E0A978BAF57CB7,Email,.msg,1175040,2029,1,English
28134,1,D4CE1B18BD86820C42D34581A3BF8A3B8A388679,Email,.msg,77312,2152,2,English
28163,1,14A599EA3A121186FCF6279C4F6581BA677206C8,Email,.msg,3633664,4241,3,English
28187,3,8A5A72AD750451B235754669E60C1DE706CA1390,Email,.msg,48128,4119,3,English
28198,3,D4CE512A2C19AAE16AF8359DE2B086D41E942621,Email,.msg,524800,14405,7,English
28214,6,92E8B9691F4487699A8A68F5D6D6A37B1791F6E0,Email,.msg,118784,6329,4,English
28234,1,05308037D1D8FA1C1BF8077BFDC325C0DF0BF8CD,Email,.msg,468480,2121,2,English
28255,3,0080E83D1D85B4D1C2DCDFBE09560D3F4B310575,Email,.msg,1600000,1334,1,English
28282,6,EACDEC69EA9EAA25231EF1635E651F041FE7D458,Email,.msg,102400,7353,4,English
28288,5,D5822C6228E7661DC26D857F839493BE86AD429E,Email,.msg,67072,6869,5,English
28289,7,27C0A94B1BB6215DC99588078FAFE32BC5E7ED5E,Email,.msg,155648,6015,4,English
28306,2,AAA1BDBE88C1D559576FCB5D06DACD8AC240C778,Email,.msg,144384,1758,1,English
28315,3,1AE4BEA42F6C1D3A145B5285A5EB8A42E66E39A1,Email,.msg,89600,5808,3,English
28375,4,D3730253B0E21E5B3123A41B6481EF5CBF018646,Email,.msg,150528,6351,3,English
28390,2,34F888219D058AB1FB90674DAD422ECB8E364108,Email,.msg,78848,6443,3,English
28399,1,EFD21000F21E4536273F54978A91380515BF5E67,Email,.msg,95744,6927,4,English
28438,1,F86B29FB3846420CB0C55246394D30B0CDB4721B,Email,.msg,86016,4513,3,English
28458,1,7E793F120C870D55735FA124F4DAEA16DFEB7F18,Email,.msg,84992,4519,3,English
28459,3,D6019F4E12760005590E62026F3FF7978130E556,Email,.msg,69632,6120,4,English
28481,2,1B89460CB1D63E8DA38646AB2629E9A7A80E319F,Email,.msg,60416,2858,2,English
28535,4,8C49A89730ED580B90464A9D0E2D47F1AF23C04D,Email,.msg,3136512,12346,8,English
28544,2,65749E4859BB236A4E78A6617F5066C8A6B94FF5,Email,.msg,57856,3035,2,English
28545,1,B8A4E7EF2CE4DAC47998FE82D902AC5E603E9EAC,Email,.msg,92160,2690,2,English
28547,3,6E434020AF718234D0062D53AFCD3EE24F22253D,Email,.msg,63488,6450,4,English
28562,8,4CE6B99DD36755EBFE3E65040012FB147205C1A1,Email,.msg,92672,3778,2,English
28604,2,EAE40533A08F338FA06040F0D1B232BE1FBEA630,Email,.msg,50688,1608,2,English
28644,11,4D2613F2B3DC16003633ACC59447DA45FC78D2CD,Email,.msg,110080,23932,11,English
28664,3,B8F4EF9FC597970ADC938689CAECB4BA3BBE9AAC,Email,.msg,56832,1588,2,English
28678,1,09735A053DDD0A14AE77A466D210C2F83A932FA3,Email,.msg,1012736,1329,1,English
28679,1,3D0F253C31053A52D40A6CB624D0F268D7630422,Email,.msg,92672,2710,2,English
28700,6,6DB9CB9FFC75DC9836F776CFAE5F717C7B36CA50,Email,.msg,4648960,19415,9,English
28712,10,F0E4488B39E5487832450EDB9A7F3FDC9A33E539,Email,.msg,67584,13451,7,English
28721,1,0BA6CC9C025829764472E917636A9B100AC82679,Email,.msg,297472,1506,1,English
28725,4,244D26326887918D800BC2E187006FEF5B789229,Email,.msg,71680,3248,2,English
28733,6,D7ADB1EEA8D95297D662B489995E408336072DCB,Email,.msg,80384,4992,3,English
28772,1,36C8A64BF0861131AEF575FC75408419FADADC1F,Email,.msg,96256,11569,6,English
28777,10,B9143890DBBE146C616C5AB2809E2B0A8CECFB02,Email,.msg,78336,13346,6,English
28815,2,87ECA3CE873E69C2C1266D3870E659C94CEF96C4,Email,.msg,4983808,1477,1,English
28901,2,5A82ED240432F50415820B2F1F98FE14AA920572,Email,.msg,216064,14964,6,English
28930,6,FD8BC52F766E56D5547B36A3D0125FDE1542B06D,Email,.msg,51712,4278,3,English
28957,6,E6754BE0AFD5F959BD226B6F00B664C95A071BD3,Email,.msg,69632,5499,3,English
29017,4,EC820FBA2F349AFFE48C2FC2AC40C1839E4FC069,Email,.msg,101888,4166,3,English
29035,5,F29B0DAA2E225ADB4F15E4F1A9A30F26D50C9335,Email,.msg,395776,5393,3,English
29040,4,FD95DE643AF40775B9D2B3385EEAED38A8589F6A,Email,.msg,66048,6538,5,English
29042,3,13CE040AA742067FF26A67524824B7E5651C5AE3,Email,.msg,498176,6891,4,English
29049,1,A04CD619F8FB074828EBFA5FEE687AC41E91F1D9,Email,.msg,72704,1053,1,English
29067,1,E35744B5F3FBB83670DE517001E95925957BCEDC,Email,.msg,14463488,7780,5,English
29068,5,196D4499D4F3998450FD5BBED1A0619D5C570670,Email,.msg,61440,5713,3,English
29079,1,6ECC708A4C6B8B440332B55F878261466BDC234E,Email,.msg,189440,2970,2,English
29082,1,584FD03D20B675B9A357018F5D1329FA95BB8354,Email,.msg,260608,3260,2,English
29096,1,B9B9F12721ED382C3651CE1786B75560E7831F44,Email,.msg,235008,2114,2,English
29101,1,55DE1DE18102FC4F3AA7A6B3422B7D68AF5C92D7,Email,.msg,46592,1624,1,English
29109,2,1BACA37564874FA8478A5102B507EEDF81FBA0AA,Email,.msg,74240,3491,3,English
29120,4,5A86888AC0DC7ACFCB7C25DECC539BA1DA314390,Email,.msg,558592,6627,4,English
29149,7,FDA1D5414C27B61F165FC9BA757B57F59857D3E6,Email,.msg,116224,7162,4,English
29150,1,24571DA7A6AAA5168B91D018F8D40F34FFB728B2,Email,.msg,167936,7223,4,English
29163,6,CE4948F8ECE6AA94F2B419E48179589CBB8225AF,Email,.msg,75776,5520,3,English
29175,1,D8B6F55053C99838E88759D8CC8C5C1C244AAC99,Email,.msg,69632,3057,2,English
29256,3,FE1392A030D7CB83333477215B22BE15D186441B,Email,.msg,45568,3567,2,English
29303,2,6EF6D2D25775BE8419B1BB54C9AA7697FBFEB9FC,Email,.msg,145408,3979,4,English
29363,13,F386015A0325AEC92A49E3BAFD0F8BC823C8A22D,Email,.msg,113152,23635,11,English
29371,2,06D62F2855AA4A758F824804A31457B3427762D9,Email,.msg,69120,4253,4,English
29376,1,B5C7394E16F1A2BE7FCB746C7C5D06A731DC6671,Email,.msg,53760,2557,2,English
29382,1,1726C690267CF43E10D23A3939E5995AA51C60B8,Email,.msg,148992,6523,3,English
29395,1,D97F30B67D38BBB9CACC7BD53C4D1DCFD804D419,Email,.msg,65536,9721,5,English
29415,8,636249F7954E2E51BCA370A5F85408106F9BE2DA,Email,.msg,48640,3802,2,English
29428,3,BA227CA0C2B32B591EC12DE71DCEF9BF30C90ECF,Email,.msg,3184640,1070,1,English
29435,5,EDAB9409B34C7BB471A0E75E4FAA73A0962A1941,Email,.msg,49664,3857,3,English
29459,5,AF95440E5192ACA7D776B77BF60F3029BABB8AD2,Email,.msg,126976,7031,4,English
29470,1,F38AFB1B08DFE8081E4E2BD915A724FD67BC4B3B,Email,.msg,105472,3205,2,English
29471,3,FE3B18C8758601705C3D4675EF01D9894C93CA7E,Email,.msg,93184,4430,2,English
29503,11,D9FBDE62DBECC71B5C6620866C8F81A79C5B53A8,Email,.msg,117248,23911,11,English
29512,3,920EC8D018A3824FE21AA3DCCB8BBF4021D31D24,Email,.msg,3185152,1070,1,English
29527,5,146C22EB23DF6AAB73F6CCE9A2A9E85D11C5B63F,Email,.msg,69632,7200,5,English
29545,1,0FDE526F6ED8B10CF09AEABDC0B815B02B469D22,Email,.msg,80384,5653,3,English
29571,2,FE7BA0CBBAEDB7EE5038234BC4A81D4BE8B27606,Email,.msg,207872,13354,8,English
29578,3,78C67C83C9B4E1252AE163D64854959E3FCDC8BF,Email,.msg,48128,1749,2,English
29599,1,18CE3BE176F659F83ADEBD9E0677016206F6DF86,Email,.msg,349184,6741,3,English
29620,2,A1346E9E6B944DE5E82B16EBCD67A4A69BCC507F,Email,.msg,140800,1778,1,English
29629,6,8C64452AA8E2BA9817540EAEEE2E619B9AC24B91,Email,.msg,55296,5752,3,English
29665,1,FE868E330DF2A8135FA581A6A1F71BEF355C231D,Email,.msg,89088,3126,3,English
29679,1,CD5DB22C65C85E6806E803AB9E476F46BC2D7DD1,Email,.msg,122368,5971,3,English
